# R10_sample
k191_104240_1	K02078
k191_222958_1	K03584
k191_268956_2	K07263
k191_314794_1	K00981
k191_84050_1	K02863
k191_359973_1	K06048
k191_38125_1	K03926
k191_268958_1	K06996
k191_176654_1	K02519
k191_268959_1	K04077
k191_406980_1	K07494
k191_314798_1	K11961
k191_38127_1	K03744
k191_314799_1	K01953
k191_84054_1	K09774
k191_452172_1	K01061
k191_38129_1	K06200
k191_176659_1	K01595
k191_84058_1	K01989
k191_359981_1	K01480
k191_131105_1	K01194
k191_222971_1	K01940
k191_176662_1	K07071
k191_38134_1	K01872
k191_84061_1	K00525
k191_131107_1	K00568
k191_176664_2	K08681
k191_131108_1	K00134
k191_268969_1	K18346
k191_359984_1	K02034
k191_38136_1	K01737
k191_406989_1	K07080
k191_452178_1	K01768
k191_452179_1	K01935
k191_176666_2	K00851
k191_131113_1	K00688
k191_222978_1	K00549
k191_131114_1	K22704
k191_406997_1	K09811
k191_406998_1	K13583
k191_359990_2	K06893
k191_314816_1	K00930
k191_38142_1	K04767
k191_131117_1	K00858
k191_268981_2	K04712
k191_314819_1	K03527
k191_314819_2	K03101
k191_222983_1	K02982
k191_222985_1	K04065
k191_452196_1	K00331
k191_38147_1	K08305
k191_176680_1	K10773
k191_314825_1	K01915
k191_359997_1	K10112
k191_359997_1	K05816
k191_359997_1	K10111
k191_38148_1	K02314
k191_131123_1	K02258
k191_314828_2	K07334
k191_84084_1	K04066
k191_452200_2	K13292
k191_314831_1	K06213
k191_131129_1	K02004
k191_268996_1	K05524
k191_452203_1	K02510
k191_176689_1	K02881
k191_131134_1	K03644
k191_84091_1	K06920
k191_176691_1	K01778
k191_407017_1	K07130
k191_223000_1	K11749
k191_176692_1	K02654
k191_269000_1	K02520
k191_360006_1	K07240
k191_407019_1	K04070
k191_84094_1	K07164
k191_176696_1	K01872
k191_314842_2	K02959
k191_452213_2	K01613
k191_407025_1	K00760
k191_223005_1	K03550
k191_131144_1	K08995
k191_131146_1	K01561
k191_407027_1	K07236
k191_314847_1	K03559
k191_131148_1	K02004
k191_131149_1	K03544
k191_314848_1	K01621
k191_223009_1	K02887
k191_38159_1	K02492
k191_269006_2	K02871
k191_269006_3	K01432
k191_176702_1	K22737
k191_84101_2	K03518
k191_38161_1	K01996
k191_38161_1	K10822
k191_452220_2	K00330
k191_131154_1	K02864
k191_360018_1	K06975
k191_314854_1	K02926
k191_452222_1	K07124
k191_38165_1	K02520
k191_84105_1	K03561
k191_131156_1	K03320
k191_131156_2	K04752
k191_131156_2	K04751
k191_38168_1	K05794
k191_314859_1	K03701
k191_452227_1	K07090
k191_407028_3	K04763
k191_407028_5	K07481
k191_269015_1	K04077
k191_314860_1	K07152
k191_360022_1	K02004
k191_131159_1	K01868
k191_314862_1	K02874
k191_176714_1	K02887
k191_176714_2	K02916
k191_360027_1	K07560
k191_360029_1	K09801
k191_407034_1	K04077
k191_407034_2	K04078
k191_176717_2	K01778
k191_131166_1	K07259
k191_360030_1	K07302
k191_131167_1	K02004
k191_452236_1	K00769
k191_38173_1	K11070
k191_38173_2	K11071
k191_84115_1	K09022
k191_269023_1	K10822
k191_360034_1	K07221
k191_84116_1	K04065
k191_314872_1	K02434
k191_269024_1	K00930
k191_360037_1	K07018
k191_38175_1	K07799
k191_38175_1	K03585
k191_269026_1	K03522
k191_314874_1	K03525
k191_452243_1	K10947
k191_84120_1	K02109
k191_223033_1	K06998
k191_407046_1	K06861
k191_452245_1	K07486
k191_407049_2	K07497
k191_314876_1	K01990
k191_452250_1	K07499
k191_360046_1	K13038
k191_223036_1	K01733
k191_314879_1	K20074
k191_223037_1	K00540
k191_176732_1	K01640
k191_38187_1	K03070
k191_131181_1	K02035
k191_38191_1	K00525
k191_452261_2	K02657
k191_314885_2	K06940
k191_314886_1	K00688
k191_38193_1	K02004
k191_314887_1	K02663
k191_360056_1	K09014
k191_407066_2	K01626
k191_360057_2	K01620
k191_131183_1	K03168
k191_269043_1	K03526
k191_131184_1	K02874
k191_407070_1	K01061
k191_84142_1	K17103
k191_269045_1	K02863
k191_314893_1	K02418
k191_84146_1	K07738
k191_407073_1	K11473
k191_269054_1	K03088
k191_314899_1	K02600
k191_407078_1	K01972
k191_223057_1	K14058
k191_407079_1	K03092
k191_38206_1	K03744
k191_314902_1	K01358
k191_84153_1	K22452
k191_84154_1	K07391
k191_223063_1	K03642
k191_314910_1	K06442
k191_38210_2	K02982
k191_38210_3	K02878
k191_176750_1	K02358
k191_269061_1	K01795
k191_223064_2	K03544
k191_360077_1	K02314
k191_38212_1	K02066
k191_360078_1	K03652
k191_452286_1	K03797
k191_223068_1	K02034
k191_452287_1	K13075
k191_38216_1	K03924
k191_452289_1	K02897
k191_223070_1	K03402
k191_176761_1	K01839
k191_314922_1	K01990
k191_223071_1	K03531
k191_452293_1	K20950
k191_452294_1	K00549
k191_407100_1	K01118
k191_407100_2	K06911
k191_131205_2	K07492
k191_314926_1	K04749
k191_38224_1	K03924
k191_84162_2	K02034
k191_131207_1	K01997
k191_360088_1	K00948
k191_407107_1	K01867
k191_269077_1	K00140
k191_452298_1	K07794
k191_452298_2	K07793
k191_38228_1	K07735
k191_314929_1	K00134
k191_38231_1	K00684
k191_314931_1	K04077
k191_452299_2	K00688
k191_314932_1	K02477
k191_84163_2	K11912
k191_176776_1	K02871
k191_452302_1	K19092
k191_38239_1	K07482
k191_269086_1	K00283
k191_84166_1	K00858
k191_223089_1	K18979
k191_38242_1	K22468
k191_131218_1	K02316
k191_452310_2	K03088
k191_452310_3	K09143
k191_38246_2	K04078
k191_407127_1	K03602
k191_407130_1	K21395
k191_452316_2	K23541
k191_223097_1	K03438
k191_84182_1	K08641
k191_38255_1	K11912
k191_131226_2	K03088
k191_452321_1	K17103
k191_269104_1	K07390
k191_176794_1	K01689
k191_38256_1	K02967
k191_84184_1	K03519
k191_223105_1	K00954
k191_176796_1	K00426
k191_38260_1	K07391
k191_84190_2	K03630
k191_407143_1	K03665
k191_360120_2	K02004
k191_407144_1	K00600
k191_407145_1	K00554
k191_131233_1	K01246
k191_131233_2	K01939
k191_84192_2	K02160
k191_38263_1	K01720
k191_38266_1	K02527
k191_407150_1	K02316
k191_176805_1	K00798
k191_314963_1	K00425
k191_407152_1	K02864
k191_360126_1	K06880
k191_131240_2	K00957
k191_452339_1	K18682
k191_314966_1	K07161
k191_176806_1	K15765
k191_38272_1	K02004
k191_407155_1	K07305
k191_314970_2	K07483
k191_360131_1	K01151
k191_84201_1	K01621
k191_131243_1	K02406
k191_223120_1	K00201
k191_314971_1	K00254
k191_223121_1	K00986
k191_360132_1	K13292
k191_360132_2	K06937
k191_131247_2	K21929
k191_452343_1	K13015
k191_360136_1	K01512
k191_38284_2	K09164
k191_131250_1	K07034
k191_38287_1	K05788
k191_452346_1	K03412
k191_360138_2	K01996
k191_360138_2	K10822
k191_360138_3	K01997
k191_269137_2	K00986
k191_84213_1	K00635
k191_223130_1	K00766
k191_223130_2	K01658
k191_223130_2	K01664
k191_407174_1	K10672
k191_131255_1	K01637
k191_269140_1	K01749
k191_407175_1	K03705
k191_223132_1	K03753
k191_269141_1	K02113
k191_314990_1	K07507
k191_407179_1	K08963
k191_223138_1	K07736
k191_176827_1	K01637
k191_360147_1	K02033
k191_360147_2	K02034
k191_131259_1	K00425
k191_38299_1	K02520
k191_223139_1	K01872
k191_176829_1	K03569
k191_84223_1	K02316
k191_360148_1	K00858
k191_269147_1	K02259
k191_314996_2	K09019
k191_131262_1	K01619
k191_360150_1	K02019
k191_131264_1	K00873
k191_38305_1	K18189
k191_360151_1	K09709
k191_269151_1	K03455
k191_84228_1	K06941
k191_223146_1	K03424
k191_360153_1	K03832
k191_315000_2	K07106
k191_315001_1	K01775
k191_131267_1	K06998
k191_131268_1	K01012
k191_452370_1	K07493
k191_38315_1	K01711
k191_223152_1	K01489
k191_360157_2	K07487
k191_360157_2	K07481
k191_407198_2	K15598
k191_407198_2	K02051
k191_38318_1	K02026
k191_269165_1	K07335
k191_84242_1	K13985
k191_223159_1	K02034
k191_407202_1	K02863
k191_407202_2	K02864
k191_315012_1	K01805
k191_452378_1	K06925
k191_360162_1	K08309
k191_84245_2	K02952
k191_452379_1	K00609
k191_269169_1	K03527
k191_407203_1	K03088
k191_315013_1	K03544
k191_131280_1	K00768
k191_269170_2	K00986
k191_38326_1	K02034
k191_176849_1	K01768
k191_315018_1	K00957
k191_84250_1	K18189
k191_223166_1	K03088
k191_452384_1	K08309
k191_131286_1	K01698
k191_360169_2	K00873
k191_269172_1	K22704
k191_269172_1	K04034
k191_38331_1	K01915
k191_315021_1	K03182
k191_84259_1	K07093
k191_407215_2	K14083
k191_38333_1	K11178
k191_131293_1	K01489
k191_315025_1	K07727
k191_84262_1	K07335
k191_176862_1	K03501
k191_269181_1	K02986
k191_452388_2	K11749
k191_452388_3	K06206
k191_407219_2	K02784
k191_360177_1	K21395
k191_269182_1	K03797
k191_131296_1	K03781
k191_269184_2	K00240
k191_360178_1	K01845
k191_84267_1	K03556
k191_223177_2	K02025
k191_269187_1	K01494
k191_38337_1	K07494
k191_452395_1	K03832
k191_131301_2	K11178
k191_315033_2	K03562
k191_315033_2	K03561
k191_407228_1	K01711
k191_38343_1	K04077
k191_452399_1	K07486
k191_84271_1	K07397
k191_360183_2	K02033
k191_407232_1	K13628
k191_452402_1	K03556
k191_407236_1	K03551
k191_38349_1	K03526
k191_452406_1	K04077
k191_269202_1	K00574
k191_131308_1	K00872
k191_131308_2	K01494
k191_452409_1	K06987
k191_269206_1	K03544
k191_269207_2	K01989
k191_176884_1	K03418
k191_38355_1	K03975
k191_223192_3	K00453
k191_452413_1	K00720
k191_315048_1	K01448
k191_223193_1	K01889
k191_131315_1	K10947
k191_269210_1	K07171
k191_315050_1	K02860
k191_176887_2	K03886
k191_176887_2	K02636
k191_131316_1	K00549
k191_38357_1	K02897
k191_176889_1	K07497
k191_452418_1	K07052
k191_269215_2	K03561
k191_38360_1	K01912
k191_269216_1	K02659
k191_176894_1	K10672
k191_38364_1	K03924
k191_360199_1	K00925
k191_407250_1	K02004
k191_223207_1	K00554
k191_223210_1	K02042
k191_84296_2	K13075
k191_407254_1	K07402
k191_269226_1	K01804
k191_176901_1	K07391
k191_131331_1	K02435
k191_131331_2	K03569
k191_315069_1	K02314
k191_223216_2	K00340
k191_131334_1	K00448
k191_407259_1	K18682
k191_176905_1	K07080
k191_223217_1	K00548
k191_84304_1	K02313
k191_315073_1	K00549
k191_38377_1	K06153
k191_84308_1	K03551
k191_407267_1	K03497
k191_223222_1	K21395
k191_360214_1	K01736
k191_452439_1	K03924
k191_360215_1	K01875
k191_360216_1	K10947
k191_269235_1	K00231
k191_223224_2	K02838
k191_176912_1	K16264
k191_176912_2	K03616
k191_452441_1	K02651
k191_407274_1	K00982
k191_360220_1	K00286
k191_38385_1	K00764
k191_269240_1	K02909
k191_84318_1	K00820
k191_223233_1	K09798
k191_131344_2	K02835
k191_360222_1	K01039
k191_315088_1	K03101
k191_315088_2	K03527
k191_84322_1	K01875
k191_452449_1	K07736
k191_176919_1	K06013
k191_407280_2	K02417
k191_407283_1	K04065
k191_452451_1	K01676
k191_223241_1	K19794
k191_38399_1	K00820
k191_131356_1	K01889
k191_176927_1	K02196
k191_84333_2	K02025
k191_452462_1	K07486
k191_84336_1	K03832
k191_315108_1	K07192
k191_223249_1	K07492
k191_360233_1	K04042
k191_176933_1	K05807
k191_269266_1	K01881
k191_84340_1	K01358
k191_131364_2	K02946
k191_176936_2	K03559
k191_360239_2	K02992
k191_407305_1	K05995
k191_315116_1	K00384
k191_360241_1	K19776
k191_360241_1	K05799
k191_131372_1	K00549
k191_38406_3	K01845
k191_38406_4	K01999
k191_84349_1	K08305
k191_223261_1	K01698
k191_176943_1	K03518
k191_269280_1	K23541
k191_131374_1	K24138
k191_131374_2	K02874
k191_407315_1	K00077
k191_452481_1	K02199
k191_407318_1	K08995
k191_407318_2	K03628
k191_131378_1	K01887
k191_360254_1	K10979
k191_269287_1	K02004
k191_131380_1	K02114
k191_176954_1	K00684
k191_315132_1	K07263
k191_360256_1	K02160
k191_360257_1	K02034
k191_223272_1	K04083
k191_407325_1	K13924
k191_407325_1	K00575
k191_131385_1	K00428
k191_452489_1	K00507
k191_223273_1	K03269
k191_84364_1	K02078
k191_38425_1	K02114
k191_315142_1	K06911
k191_38430_1	K02004
k191_176967_1	K01989
k191_131393_1	K03551
k191_38432_1	K04744
k191_360268_2	K07738
k191_407335_2	K02892
k191_223282_1	K02614
k191_223282_1	K17362
k191_452497_1	K01621
k191_223284_1	K03569
k191_131395_1	K19784
k191_315149_1	K01129
k191_360271_1	K00554
k191_360272_1	K00820
k191_176971_2	K02039
k191_176972_1	K00574
k191_223288_2	K19092
k191_269313_1	K02398
k191_315155_1	K14661
k191_315155_1	K02078
k191_315156_1	K07486
k191_407345_1	K02950
k191_315157_1	K01989
k191_84381_1	K01998
k191_176975_1	K01989
k191_452506_1	K07486
k191_84382_1	K02358
k191_269320_1	K06402
k191_84383_1	K09457
k191_223293_1	K07042
k191_315162_1	K18979
k191_176978_1	K03924
k191_223294_1	K03924
k191_315165_1	K01997
k191_452510_1	K02026
k191_176980_1	K03118
k191_407353_2	K01989
k191_315166_1	K01005
k191_38446_1	K03684
k191_407355_1	K02992
k191_452513_1	K00766
k191_360289_1	K03667
k191_131416_1	K07122
k191_407361_1	K03545
k191_360292_1	K00606
k191_176986_1	K09888
k191_223303_1	K01768
k191_176988_1	K04077
k191_223306_1	K07486
k191_38453_1	K04078
k191_223308_1	K06442
k191_269339_1	K07082
k191_176991_1	K01574
k191_38454_2	K06215
k191_315176_1	K00989
k191_269340_1	K02046
k191_131423_1	K07018
k191_360299_1	K03521
k191_452524_1	K01087
k191_84391_2	K03593
k191_84391_3	K07157
k191_360300_1	K03553
k191_452525_1	K03734
k191_131425_1	K06998
k191_176994_2	K07460
k191_38457_1	K04077
k191_223311_2	K00395
k191_269345_1	K00135
k191_407371_1	K07494
k191_269346_1	K00228
k191_360303_1	K07735
k191_407372_1	K22522
k191_452530_1	K15633
k191_407373_1	K18014
k191_452531_2	K03744
k191_315186_1	K07407
k191_84395_2	K01724
k191_360307_1	K11212
k191_84399_1	K01520
k191_223324_1	K02931
k191_223324_2	K02954
k191_131435_1	K01251
k191_452533_1	K07486
k191_452535_1	K02340
k191_269357_1	K08223
k191_360309_2	K07404
k191_360311_1	K18346
k191_452539_1	K03621
k191_84405_1	K05524
k191_452541_1	K19055
k191_452542_1	K08990
k191_407383_1	K01698
k191_131437_1	K02950
k191_131437_2	K02992
k191_269362_1	K09985
k191_452545_1	K07082
k191_407385_1	K00053
k191_407385_2	K01653
k191_269365_1	K01409
k191_84407_1	K03043
k191_38479_1	K00426
k191_38479_2	K00425
k191_360316_2	K02066
k191_177014_2	K01689
k191_452550_1	K07287
k191_452551_2	K17323
k191_38486_1	K00549
k191_223339_2	K02939
k191_269373_1	K11477
k191_177020_1	K00507
k191_38490_1	K00858
k191_360320_2	K01975
k191_452554_1	K01915
k191_452555_1	K00794
k191_360321_1	K01095
k191_84417_1	K01989
k191_315211_2	K01548
k191_177022_1	K02357
k191_407398_1	K02945
k191_223346_1	K02050
k191_407401_1	K06886
k191_360324_1	K00549
k191_131451_1	K07161
k191_452558_1	K06203
k191_452559_1	K07566
k191_131453_1	K07240
k191_452560_1	K03501
k191_269379_1	K01951
k191_177028_1	K01889
k191_452562_1	K00688
k191_84425_1	K02888
k191_315216_2	K01997
k191_452564_1	K00163
k191_38499_1	K03465
k191_38502_1	K02050
k191_407410_1	K03787
k191_131458_2	K00449
k191_177036_1	K02527
k191_315220_2	K01273
k191_223356_1	K01934
k191_315221_2	K09806
k191_452570_1	K03569
k191_360333_1	K07232
k191_38511_1	K02004
k191_84432_1	K01712
k191_84435_1	K03563
k191_407423_1	K00820
k191_407424_1	K08972
k191_315230_1	K00286
k191_131468_1	K06911
k191_223364_1	K08086
k191_177049_1	K01621
k191_315235_1	K01251
k191_452582_1	K02986
k191_452582_2	K03040
k191_315236_1	K01926
k191_360342_2	K01996
k191_360342_2	K10822
k191_315237_1	K02004
k191_177051_1	K01448
k191_38520_1	K02356
k191_269397_1	K02867
k191_84447_2	K02039
k191_269401_1	K09022
k191_315243_1	K18189
k191_131481_1	K00759
k191_315244_1	K03644
k191_315245_1	K01972
k191_452593_1	K07343
k191_38528_1	K00948
k191_407436_1	K02356
k191_223373_2	K15633
k191_407437_1	K07089
k191_177058_1	K00249
k191_269405_1	K01997
k191_452597_1	K00525
k191_38530_1	K07300
k191_38531_1	K05808
k191_223377_1	K03570
k191_452599_1	K00799
k191_131482_2	K21416
k191_131482_2	K00161
k191_131482_3	K01607
k191_177064_1	K02004
k191_452602_1	K07481
k191_315259_1	K03885
k191_315261_1	K00635
k191_452604_1	K03320
k191_131485_1	K03466
k191_407442_1	K00343
k191_177066_1	K02040
k191_269416_1	K07486
k191_452608_1	K07482
k191_131490_1	K06996
k191_407447_2	K13770
k191_269422_1	K07486
k191_177074_1	K00789
k191_315270_1	K03975
k191_452616_1	K01574
k191_84465_1	K03553
k191_407453_1	K09949
k191_315274_1	K03687
k191_452618_1	K02996
k191_223387_2	K00043
k191_452619_1	K04077
k191_38552_2	K03666
k191_452620_1	K02926
k191_315278_1	K04078
k191_315278_2	K04077
k191_407459_1	K01588
k191_38554_1	K00688
k191_84472_1	K03544
k191_38555_1	K00762
k191_315282_1	K17103
k191_223391_1	K15270
k191_360369_1	K13051
k191_177088_1	K04096
k191_452630_1	K02004
k191_223395_1	K04564
k191_84478_1	K03594
k191_177090_1	K02050
k191_315288_2	K16320
k191_84479_1	K12132
k191_84479_1	K11912
k191_269444_1	K19267
k191_131512_1	K03086
k191_84482_1	K00525
k191_269448_1	K04757
k191_223402_1	K07141
k191_360376_1	K22736
k191_223403_1	K01056
k191_131513_1	K04566
k191_269450_1	K01520
k191_223404_1	K06041
k191_315295_1	K00451
k191_452641_1	K23393
k191_84485_2	K10979
k191_177098_1	K03561
k191_360377_1	K01426
k191_84486_1	K03550
k191_315297_1	K08482
k191_84487_1	K02518
k191_315299_2	K06907
k191_407480_1	K02004
k191_269460_1	K03088
k191_269462_2	K03832
k191_223410_1	K03665
k191_315301_1	K01458
k191_452647_1	K05939
k191_315302_1	K01989
k191_223413_1	K03924
k191_269466_1	K07343
k191_38580_2	K02195
k191_84496_1	K12574
k191_84499_1	K03470
k191_269471_1	K02356
k191_177110_1	K03320
k191_38584_1	K00540
k191_360389_1	K01915
k191_407492_1	K20523
k191_223421_1	K01431
k191_452657_1	K21929
k191_269475_1	K02879
k191_38594_2	K00549
k191_407497_1	K00799
k191_452659_1	K00549
k191_177118_1	K19267
k191_131537_1	K07492
k191_84507_1	K00957
k191_84511_1	K06911
k191_38602_1	K13292
k191_315321_1	K01989
k191_223431_1	K04762
k191_269488_1	K04077
k191_177123_1	K21741
k191_360396_2	K00390
k191_84514_1	K02662
k191_223435_1	K01607
k191_315327_2	K03092
k191_269491_1	K01692
k191_223437_1	K06888
k191_131551_1	K01118
k191_452674_1	K00529
k191_452674_2	K06996
k191_177128_1	K03752
k191_315331_1	K00873
k191_177129_1	K01875
k191_269492_1	K00337
k191_269492_2	K00338
k191_131555_1	K03673
k191_315335_1	K07793
k191_407515_1	K01923
k191_177132_1	K09903
k191_38621_1	K02429
k191_269497_2	K03602
k191_38622_1	K02033
k191_223449_1	K00459
k191_407519_2	K03116
k191_38625_1	K00883
k191_315341_1	K09933
k191_131560_1	K06890
k191_407521_1	K01673
k191_131562_1	K06048
k191_360410_1	K04564
k191_223455_2	K03088
k191_407525_1	K02199
k191_84534_1	K00275
k191_38632_1	K03270
k191_360411_2	K06911
k191_223457_1	K01736
k191_177140_1	K02004
k191_269509_1	K02343
k191_223458_1	K00075
k191_269510_1	K02911
k191_269510_2	K07040
k191_131571_1	K00641
k191_269511_1	K01876
k191_360413_1	K15576
k191_360413_1	K02051
k191_84538_1	K03829
k191_315354_1	K18682
k191_38638_1	K01042
k191_360414_1	K01923
k191_177144_1	K07315
k191_223462_1	K02460
k191_269516_1	K02049
k191_269517_1	K03892
k191_131578_1	K03076
k191_360416_2	K03088
k191_223465_1	K03584
k191_452703_2	K01448
k191_223466_1	K02651
k191_177146_1	K01989
k191_177149_1	K13292
k191_360418_2	K02030
k191_84546_1	K09927
k191_360420_1	K01989
k191_223471_2	K03569
k191_131587_1	K01919
k191_223472_1	K03584
k191_38648_2	K02338
k191_452708_1	K03569
k191_269524_1	K06153
k191_315366_1	K00549
k191_38653_1	K01937
k191_315368_1	K04077
k191_38655_1	K00688
k191_360423_3	K01356
k191_177160_1	K04077
k191_407554_1	K02982
k191_223477_1	K03628
k191_131593_1	K10979
k191_84557_1	K00688
k191_131595_1	K01426
k191_315372_1	K07080
k191_452718_1	K07478
k191_407559_1	K08602
k191_223482_1	K07482
k191_452725_1	K03709
k191_177164_3	K09762
k191_131604_1	K01478
k191_223488_1	K18189
k191_269543_1	K03544
k191_452728_1	K01595
k191_407572_1	K06024
k191_38671_1	K09748
k191_131607_1	K01997
k191_131609_1	K02887
k191_315384_1	K03575
k191_407577_1	K07336
k191_223498_1	K01953
k191_452734_1	K04077
k191_223499_1	K01749
k191_269552_1	K00677
k191_407583_1	K03544
k191_315390_2	K05539
k191_360441_1	K01951
k191_84579_1	K06136
k191_131616_1	K00986
k191_177176_1	K02838
k191_84580_1	K03924
k191_315396_1	K18682
k191_38682_1	K06178
k191_269559_1	K00986
k191_315399_1	K01611
k191_407594_1	K09958
k191_84582_1	K06987
k191_177182_1	K12132
k191_407595_2	K02437
k191_177183_1	K04075
k191_269560_1	K01733
k191_223515_1	K02419
k191_452746_1	K01735
k191_84587_1	K01265
k191_38690_1	K07486
k191_131631_1	K06048
k191_223516_1	K03702
k191_269564_1	K09013
k191_315408_1	K03531
k191_407602_1	K00446
k191_452747_1	K01480
k191_38693_1	K09748
k191_452748_1	K03100
k191_452749_1	K00927
k191_315411_1	K03088
k191_38695_1	K22185
k191_315413_1	K04485
k191_84597_1	K09694
k191_407607_1	K03924
k191_407608_1	K02313
k191_360454_1	K03526
k191_360454_2	K06207
k191_84598_1	K05337
k191_131640_1	K01061
k191_177190_2	K01989
k191_452751_1	K03979
k191_452751_2	K02899
k191_452751_3	K02888
k191_269573_1	K01251
k191_407612_1	K02864
k191_38700_1	K00033
k191_452753_1	K07497
k191_38701_1	K01239
k191_452755_2	K00798
k191_360460_1	K03186
k191_177197_1	K03551
k191_360461_1	K00762
k191_315422_1	K08281
k191_38704_2	K09022
k191_269579_1	K03088
k191_407616_2	K03559
k191_407616_3	K03559
k191_315424_1	K01866
k191_84606_1	K03188
k191_223528_1	K01800
k191_223528_1	K00799
k191_223528_2	K01999
k191_407618_1	K07794
k191_177200_1	K21395
k191_131649_1	K00459
k191_177201_1	K02004
k191_38708_1	K03457
k191_223531_1	K03496
k191_131651_1	K02291
k191_407624_1	K07795
k191_131653_1	K03641
k191_315430_1	K06897
k191_269586_1	K07491
k191_131656_1	K19113
k191_84615_1	K00240
k191_315431_2	K01885
k191_131657_1	K01470
k191_223537_1	K22468
k191_38717_1	K02982
k191_269588_2	K18979
k191_38718_1	K06911
k191_223540_1	K02015
k191_131658_2	K03100
k191_84616_2	K02887
k191_84616_3	K02916
k191_452767_2	K03070
k191_38720_1	K03088
k191_84617_1	K01724
k191_131661_1	K02863
k191_269592_1	K01875
k191_38721_2	K02982
k191_407636_1	K02838
k191_223543_1	K01448
k191_84618_1	K02004
k191_407638_1	K05979
k191_38723_1	K01866
k191_84620_1	K01875
k191_315435_2	K03431
k191_131664_1	K03638
k191_38726_1	K21395
k191_360484_1	K04077
k191_223548_1	K03687
k191_452772_2	K01494
k191_360486_1	K00927
k191_177222_1	K03592
k191_38731_1	K07219
k191_360488_1	K02988
k191_315437_1	K01547
k191_38732_1	K03790
k191_223553_1	K03799
k191_360491_1	K07497
k191_452775_2	K02931
k191_407645_1	K08281
k191_38734_1	K07264
k191_315441_1	K00948
k191_131672_1	K01151
k191_177227_1	K03164
k191_360494_1	K03653
k191_315442_1	K02019
k191_84633_1	K02888
k191_38738_1	K00133
k191_269611_1	K00873
k191_131674_1	K07106
k191_360496_1	K01971
k191_131675_1	K00766
k191_407650_1	K01689
k191_452783_1	K00936
k191_315446_1	K06381
k191_177231_1	K07152
k191_269616_1	K07494
k191_407653_1	K02004
k191_38742_1	K03088
k191_223566_1	K02342
k191_223566_1	K09951
k191_84638_1	K03412
k191_131678_2	K03559
k191_223567_2	K01520
k191_131679_1	K01620
k191_177239_1	K02004
k191_38747_1	K09930
k191_360507_1	K06412
k191_223569_1	K03664
k191_452795_1	K04094
k191_38749_1	K07483
k191_38749_2	K07486
k191_223571_1	K02890
k191_223571_2	K02965
k191_84644_2	K04080
k191_407665_1	K01483
k191_315459_1	K07485
k191_360516_1	K17103
k191_131685_1	K02004
k191_269630_1	K03630
k191_407669_1	K06213
k191_269632_1	K02015
k191_223576_1	K01990
k191_84652_1	K21416
k191_84652_1	K00161
k191_84654_1	K01358
k191_131694_1	K03797
k191_452812_1	K02004
k191_360528_1	K01953
k191_360529_1	K01810
k191_407678_1	K03392
k191_360531_1	K01462
k191_269637_1	K07482
k191_315470_1	K01834
k191_315470_2	K10778
k191_452813_2	K02034
k191_223586_1	K03470
k191_360534_1	K06923
k191_38767_1	K03701
k191_84660_1	K01638
k191_452815_1	K01972
k191_38768_1	K01915
k191_315474_1	K11961
k191_131706_1	K00602
k191_269641_1	K01473
k191_38770_1	K01939
k191_452816_1	K03088
k191_452816_3	K11753
k191_84665_1	K06042
k191_131708_1	K00507
k191_177263_2	K15633
k191_223597_1	K07795
k191_452823_1	K02864
k191_360548_1	K03320
k191_177267_1	K00526
k191_38776_1	K01810
k191_269651_1	K06137
k191_131711_1	K03569
k191_407694_1	K01061
k191_452830_1	K02945
k191_38779_2	K02040
k191_223603_2	K00963
k191_269655_1	K02838
k191_269655_2	K09903
k191_84679_1	K01305
k191_223604_1	K02863
k191_84680_2	K03466
k191_407697_2	K01129
k191_452835_1	K19713
k191_360563_1	K06872
k191_177271_1	K03088
k191_177271_2	K00950
k191_177271_3	K01633
k191_131715_1	K01000
k191_360567_1	K06911
k191_177272_1	K21430
k191_269663_1	K09930
k191_360568_1	K07497
k191_84688_1	K07240
k191_177276_1	K07486
k191_223615_1	K01868
k191_84691_1	K00163
k191_315502_1	K04764
k191_84695_1	K03687
k191_407706_1	K01754
k191_407706_2	K07052
k191_38795_1	K03553
k191_131726_1	K14415
k191_315504_1	K00215
k191_269669_2	K02110
k191_269669_3	K02109
k191_38798_1	K07030
k191_84697_1	K02160
k191_223622_1	K11690
k191_84698_1	K07497
k191_269672_2	K00560
k191_360576_1	K00602
k191_407712_1	K03640
k191_315507_1	K07481
k191_131729_1	K01754
k191_223628_1	K00602
k191_177280_3	K03828
k191_177280_4	K00798
k191_177280_5	K06929
k191_452857_1	K02982
k191_38805_1	K00657
k191_84705_1	K06996
k191_407718_1	K02950
k191_315509_1	K08987
k191_131737_1	K01989
k191_407721_1	K07492
k191_177281_1	K01637
k191_177281_2	K03975
k191_315510_1	K03593
k191_38808_1	K01607
k191_223636_1	K02945
k191_131742_1	K01733
k191_84712_1	K03821
k191_407727_1	K07074
k191_84713_1	K03558
k191_269681_1	K04079
k191_315512_2	K03455
k191_407730_2	K11961
k191_84716_1	K01053
k191_452868_1	K01971
k191_269685_1	K03975
k191_407731_1	K02347
k191_223643_2	K02996
k191_407732_1	K03703
k191_131744_2	K02669
k191_223645_1	K02519
k191_360601_1	K00163
k191_407737_1	K03671
k191_38820_2	K01512
k191_84729_1	K14977
k191_84731_1	K01061
k191_269692_1	K00075
k191_269692_2	K03589
k191_269692_3	K03590
k191_360610_2	K02965
